"","id","game","category","item","itemnum","RT","RTstart","listrank"
"2804","S8TlwDH0a1G",12,"Pieces of Furniture","sofa",3,1343,15663,2
"2805","S8TlwDH0a1G",12,"Pieces of Furniture","vanity",11,5344,47231,2
"2806","S8TlwDH0a1G",13,"Clothing Articles","bottoms",14,2032,42231,1
"2807","S8TlwDH0a1G",13,"Clothing Articles","bra",6,1512,12399,1
"2808","S8TlwDH0a1G",13,"Clothing Articles","coat",10,2720,23919,1
"2809","S8TlwDH0a1G",13,"Clothing Articles","dress",15,1416,43647,1
"2810","S8TlwDH0a1G",13,"Clothing Articles","hat",16,2983,46630,1
"2811","S8TlwDH0a1G",13,"Clothing Articles","jackets",9,3064,21199,1
"2812","S8TlwDH0a1G",13,"Clothing Articles","jeans",18,1624,56598,1
"2813","S8TlwDH0a1G",13,"Clothing Articles","jens",17,8344,54974,1
"2814","S8TlwDH0a1G",13,"Clothing Articles","leggings",11,1752,25671,1
"2815","S8TlwDH0a1G",13,"Clothing Articles","pants",3,2008,6431,1
"2816","S8TlwDH0a1G",13,"Clothing Articles","scarf",20,9768,74702,1
"2817","S8TlwDH0a1G",13,"Clothing Articles","shirt",7,2792,15191,1
"2818","S8TlwDH0a1G",13,"Clothing Articles","shoes",1,3128,3128,1
"2819","S8TlwDH0a1G",13,"Clothing Articles","skirts",4,1696,8127,1
"2820","S8TlwDH0a1G",13,"Clothing Articles","slippers",5,2760,10887,1
"2821","S8TlwDH0a1G",13,"Clothing Articles","socks",2,1295,4423,1
"2822","S8TlwDH0a1G",13,"Clothing Articles","swaetpants",22,4976,87726,1
"2823","S8TlwDH0a1G",13,"Clothing Articles","tanktops",19,8336,64934,1
"2824","S8TlwDH0a1G",13,"Clothing Articles","teeshirt",21,8048,82750,1
"2825","S8TlwDH0a1G",13,"Clothing Articles","top",13,7912,40199,1
"2826","S8TlwDH0a1G",13,"Clothing Articles","underwear",8,2944,18135,1
"2827","S8TlwDH0a1G",13,"Clothing Articles","vests",12,6616,32287,1
"2828","S8TlwDH0a1G",14,"Cities","albany",4,1592,9495,1
"2829","S8TlwDH0a1G",14,"Cities","austin",9,4128,27206,1
"2830","S8TlwDH0a1G",14,"Cities","chicago",7,1960,21471,1
"2831","S8TlwDH0a1G",14,"Cities","dallas",8,1607,23078,1
"2832","S8TlwDH0a1G",14,"Cities","detroit",12,8280,41262,1
"2833","S8TlwDH0a1G",14,"Cities","holleywood",13,8536,49798,1
"2834","S8TlwDH0a1G",14,"Cities","hustoon",10,2448,29654,1
"2835","S8TlwDH0a1G",14,"Cities","losangles",5,5528,15023,1
"2836","S8TlwDH0a1G",14,"Cities","miami",16,3768,67965,1
"2837","S8TlwDH0a1G",14,"Cities","orlando",17,1752,69717,1
"2838","S8TlwDH0a1G",14,"Cities","philadalphia",15,9023,64197,1
"2839","S8TlwDH0a1G",14,"Cities","rochester",2,1632,6247,1
"2840","S8TlwDH0a1G",14,"Cities","sanfrancisco",6,4488,19511,1
"2841","S8TlwDH0a1G",14,"Cities","seattle",14,5376,55174,1
"2842","S8TlwDH0a1G",14,"Cities","syracuse",1,4615,4615,1
"2843","S8TlwDH0a1G",14,"Cities","toronto",11,3328,32982,1
"2844","S8TlwDH0a1G",14,"Cities","utica",3,1656,7903,1
"2845","S8TlwDH0a1G",15,"Countries","australia",10,7992,49567,1
"2846","S8TlwDH0a1G",15,"Countries","canada",2,5311,13496,1
"2847","S8TlwDH0a1G",15,"Countries","china",6,1552,28384,1
"2848","S8TlwDH0a1G",15,"Countries","egypt",14,2864,68679,1
"2849","S8TlwDH0a1G",15,"Countries","england",15,6296,74975,1
"2850","S8TlwDH0a1G",15,"Countries","filapines",16,12960,87935,1
"2851","S8TlwDH0a1G",15,"Countries","hungry",12,3720,58983,1
"2852","S8TlwDH0a1G",15,"Countries","ireland",13,6832,65815,1
"2853","S8TlwDH0a1G",15,"Countries","napal",9,7311,41575,1
"2854","S8TlwDH0a1G",15,"Countries","northkorea",8,2936,34264,1
"2855","S8TlwDH0a1G",15,"Countries","pakistan",11,5696,55263,1
"2856","S8TlwDH0a1G",15,"Countries","russia",4,1208,22928,1
"2857","S8TlwDH0a1G",15,"Countries","southkorea",7,2944,31328,1
"2858","S8TlwDH0a1G",15,"Countries","ukraine",3,8224,21720,1
"2859","S8TlwDH0a1G",15,"Countries","unitedstates",1,8185,8185,1
"2860","S8TlwDH0a1G",15,"Countries","vietnam",5,3904,26832,1
"2861","S8TlwDH0a1G",16,"Fruits","apples",1,3000,3000,1
"2862","S8TlwDH0a1G",16,"Fruits","avocado",16,6912,56439,1
"2863","S8TlwDH0a1G",16,"Fruits","banana",2,2664,5664,1
"2864","S8TlwDH0a1G",16,"Fruits","cherry",19,13704,86198,1
"2865","S8TlwDH0a1G",16,"Fruits","corn",11,7552,32559,1
"2866","S8TlwDH0a1G",16,"Fruits","cucumber",17,9712,66151,1
"2867","S8TlwDH0a1G",16,"Fruits","grapefruit",15,2896,49527,1
"2868","S8TlwDH0a1G",16,"Fruits","grapes",14,4744,46631,1
"2869","S8TlwDH0a1G",16,"Fruits","kiwi",9,3184,22903,1
"2870","S8TlwDH0a1G",16,"Fruits","lemon",7,1639,13695,1
"2871","S8TlwDH0a1G",16,"Fruits","lime",6,1120,12056,1
"2872","S8TlwDH0a1G",16,"Fruits","melon",10,2104,25007,1
"2873","S8TlwDH0a1G",16,"Fruits","orange",4,2224,9288,1
"2874","S8TlwDH0a1G",16,"Fruits","peach",3,1400,7064,1
"2875","S8TlwDH0a1G",16,"Fruits","pears",5,1648,10936,1
"2876","S8TlwDH0a1G",16,"Fruits","persimon",13,3544,41887,1
"2877","S8TlwDH0a1G",16,"Fruits","pomogrante",12,5784,38343,1
"2878","S8TlwDH0a1G",16,"Fruits","tomato",18,6343,72494,1
"2879","S8TlwDH0a1G",16,"Fruits","watermelon",8,6024,19719,1
"2880","S8TlwDH0a1G",17,"Animals","alligator",14,9968,49856,1
"2881","S8TlwDH0a1G",17,"Animals","bear",4,4544,10871,1
"2882","S8TlwDH0a1G",17,"Animals","bird",7,2201,17321,1
"2883","S8TlwDH0a1G",17,"Animals","butterflies",15,2872,52728,1
"2884","S8TlwDH0a1G",17,"Animals","cat",1,3655,3655,1
"2885","S8TlwDH0a1G",17,"Animals","chicken",5,1520,12391,1
"2886","S8TlwDH0a1G",17,"Animals","cow",22,1696,78119,1
"2887","S8TlwDH0a1G",17,"Animals","dog",2,904,4559,1
"2888","S8TlwDH0a1G",17,"Animals","dolphin",19,2688,67511,1
"2889","S8TlwDH0a1G",17,"Animals","donkey",6,2729,15120,1
"2890","S8TlwDH0a1G",17,"Animals","fih",16,3528,56256,1
"2891","S8TlwDH0a1G",17,"Animals","fish",17,2119,58375,1
"2892","S8TlwDH0a1G",17,"Animals","groundhog",10,3224,29201,1
"2893","S8TlwDH0a1G",17,"Animals","hamster",8,7168,24489,1
"2894","S8TlwDH0a1G",17,"Animals","hedgehog",13,3960,39888,1
"2895","S8TlwDH0a1G",17,"Animals","hog",25,944,87327,1
"2896","S8TlwDH0a1G",17,"Animals","horse",23,6448,84567,1
"2897","S8TlwDH0a1G",17,"Animals","humans",11,1551,30752,1
"2898","S8TlwDH0a1G",17,"Animals","monkey",3,1768,6327,1
"2899","S8TlwDH0a1G",17,"Animals","mouse",9,1488,25977,1
"2900","S8TlwDH0a1G",17,"Animals","octupus",21,6616,76423,1
"2901","S8TlwDH0a1G",17,"Animals","penguin",18,6448,64823,1
"2902","S8TlwDH0a1G",17,"Animals","pig",24,1816,86383,1
"2903","S8TlwDH0a1G",17,"Animals","porcupine",12,5176,35928,1
"2904","S8TlwDH0a1G",17,"Animals","whale",20,2296,69807,1
"2905","S8TlwDH0a1G",18,"Countries","austria",19,1632,75317,2
"2906","S8TlwDH0a1G",18,"Countries","austrialia",20,4664,79981,2
"2907","S8TlwDH0a1G",18,"Countries","canada",3,2704,12671,2
"2908","S8TlwDH0a1G",18,"Countries","china",7,1265,25599,2
"2909","S8TlwDH0a1G",18,"Countries","england",4,2592,15263,2
"2910","S8TlwDH0a1G",18,"Countries","filaphines",21,9359,89340,2
"2911","S8TlwDH0a1G",18,"Countries","france",5,4048,19311,2
"2912","S8TlwDH0a1G",18,"Countries","germany",13,3712,52278,2
"2913","S8TlwDH0a1G",18,"Countries","india",16,4944,65709,2
"2914","S8TlwDH0a1G",18,"Countries","iran",15,2200,60765,2
"2915","S8TlwDH0a1G",18,"Countries","ireland",12,6080,48566,2
"2916","S8TlwDH0a1G",18,"Countries","napal",1,5599,5599,2
"2917","S8TlwDH0a1G",18,"Countries","netherlands",18,3080,73685,2
"2918","S8TlwDH0a1G",18,"Countries","northkoria",8,4760,30359,2
"2919","S8TlwDH0a1G",18,"Countries","pakistan",14,6287,58565,2
"2920","S8TlwDH0a1G",18,"Countries","russia",10,2904,37526,2
"2921","S8TlwDH0a1G",18,"Countries","southkorea",9,4263,34622,2
"2922","S8TlwDH0a1G",18,"Countries","thailand",17,4896,70605,2
"2923","S8TlwDH0a1G",18,"Countries","ukraine",11,4960,42486,2
"2924","S8TlwDH0a1G",18,"Countries","unitedstates",2,4368,9967,2
"2925","S8TlwDH0a1G",18,"Countries","vietnam",6,5023,24334,2
"2926","S8TlwDH0a1G",19,"Cities","albany",2,2304,12007,2
"2927","S8TlwDH0a1G",19,"Cities","austin",10,1768,40758,2
"2928","S8TlwDH0a1G",19,"Cities","buffalo",14,16495,66933,2
"2929","S8TlwDH0a1G",19,"Cities","detroid",13,1713,50438,2
"2930","S8TlwDH0a1G",19,"Cities","huston",9,4384,38990,2
"2931","S8TlwDH0a1G",19,"Cities","lasvegas",7,5415,30206,2
"2932","S8TlwDH0a1G",19,"Cities","losangles",6,3552,24791,2
"2933","S8TlwDH0a1G",19,"Cities","miami",11,4504,45262,2
"2934","S8TlwDH0a1G",19,"Cities","orlando",12,3463,48725,2
"2935","S8TlwDH0a1G",19,"Cities","rocheser",4,5656,19383,2
"2936","S8TlwDH0a1G",19,"Cities","sanfrancisco",1,9703,9703,2
"2937","S8TlwDH0a1G",19,"Cities","seattle",8,4400,34606,2
"2938","S8TlwDH0a1G",19,"Cities","syracuse",3,1720,13727,2
"2939","S8TlwDH0a1G",19,"Cities","utica",5,1856,21239,2
"2940","S8TlwDH0a1G",20,"Clothing Articles","boxers",9,2632,17727,2
"2941","S8TlwDH0a1G",20,"Clothing Articles","bra",7,1305,12888,2
"2942","S8TlwDH0a1G",20,"Clothing Articles","cardigan",12,6032,31487,2
"2943","S8TlwDH0a1G",20,"Clothing Articles","coat",13,8551,40038,2
"2944","S8TlwDH0a1G",20,"Clothing Articles","hat",11,4512,25455,2
"2945","S8TlwDH0a1G",20,"Clothing Articles","heels",17,3880,57270,2
"2946","S8TlwDH0a1G",20,"Clothing Articles","jacket",14,1216,41254,2
"2947","S8TlwDH0a1G",20,"Clothing Articles","leggings",10,3216,20943,2
"2948","S8TlwDH0a1G",20,"Clothing Articles","pants",4,1864,6904,2
"2949","S8TlwDH0a1G",20,"Clothing Articles","raincoat",15,3240,44494,2
"2950","S8TlwDH0a1G",20,"Clothing Articles","shirt",3,1351,5040,2
"2951","S8TlwDH0a1G",20,"Clothing Articles","shoes",1,2888,2888,2
"2952","S8TlwDH0a1G",20,"Clothing Articles","shorts",6,2016,11583,2
"2953","S8TlwDH0a1G",20,"Clothing Articles","skirt",5,2663,9567,2
"2954","S8TlwDH0a1G",20,"Clothing Articles","socks",2,801,3689,2
"2955","S8TlwDH0a1G",20,"Clothing Articles","stockings",16,8896,53390,2
"2956","S8TlwDH0a1G",20,"Clothing Articles","sweatpants",18,7520,64790,2
"2957","S8TlwDH0a1G",20,"Clothing Articles","underwear",8,2207,15095,2
"2958","S8TlwDH0a1G",21,"Methods of Transportation","bike",8,7800,24951,1
"2959","S8TlwDH0a1G",21,"Methods of Transportation","boat",12,26695,77101,1
"2960","S8TlwDH0a1G",21,"Methods of Transportation","bus",6,2664,15743,1
"2961","S8TlwDH0a1G",21,"Methods of Transportation","car",1,3912,3912,1
"2962","S8TlwDH0a1G",21,"Methods of Transportation","fly",7,1408,17151,1
"2963","S8TlwDH0a1G",21,"Methods of Transportation","plane",2,2992,6904,1
"2964","S8TlwDH0a1G",21,"Methods of Transportation","running",10,3016,30743,1
"2965","S8TlwDH0a1G",21,"Methods of Transportation","skate",9,2776,27727,1
"2966","S8TlwDH0a1G",21,"Methods of Transportation","subway",5,1816,13079,1
"2967","S8TlwDH0a1G",21,"Methods of Transportation","train",3,1648,8552,1
"2968","S8TlwDH0a1G",21,"Methods of Transportation","truck",11,19663,50406,1
"2969","S8TlwDH0a1G",21,"Methods of Transportation","walking",4,2711,11263,1
"2970","S8TlwDH0a1G",23,"Fruits","apples",1,2720,2720,2
"2971","S8TlwDH0a1G",23,"Fruits","banana",2,3448,6168,2
"2972","S8TlwDH0a1G",23,"Fruits","blackberries",18,2344,71814,2
"2973","S8TlwDH0a1G",23,"Fruits","blueberries",19,3639,75453,2
"2974","S8TlwDH0a1G",23,"Fruits","cherry",16,12184,66742,2
"2975","S8TlwDH0a1G",23,"Fruits","corn",14,4479,52894,2
"2976","S8TlwDH0a1G",23,"Fruits","cucumber",13,3952,48415,2
"2977","S8TlwDH0a1G",23,"Fruits","grape",6,2696,22967,2
"2978","S8TlwDH0a1G",23,"Fruits","grapefruit",7,3272,26239,2
"2979","S8TlwDH0a1G",23,"Fruits","guava",11,3392,42271,2
"2980","S8TlwDH0a1G",23,"Fruits","honeydew",20,5224,80677,2
"2981","S8TlwDH0a1G",23,"Fruits","lemon",12,2192,44463,2
"2982","S8TlwDH0a1G",23,"Fruits","lime",10,1040,38879,2
"2983","S8TlwDH0a1G",23,"Fruits","oranges",9,5176,37839,2
"2984","S8TlwDH0a1G",23,"Fruits","peach",4,2576,9832,2
"2985","S8TlwDH0a1G",23,"Fruits","pear",3,1088,7256,2
"2986","S8TlwDH0a1G",23,"Fruits","persimon",5,10439,20271,2
"2987","S8TlwDH0a1G",23,"Fruits","strawberries",17,2728,69470,2
"2988","S8TlwDH0a1G",23,"Fruits","tomato",15,1664,54558,2
"2989","S8TlwDH0a1G",23,"Fruits","watermelon",8,6424,32663,2
"2990","S8istwEIL2o",2,"Cities","beijing",2,888,5880,1
"2991","S8istwEIL2o",2,"Cities","chicago",6,5425,20344,1
"2992","S8istwEIL2o",2,"Cities","hangzhou",7,30158,50502,1
"2993","S8istwEIL2o",2,"Cities","la",5,3727,14919,1
"2994","S8istwEIL2o",2,"Cities","newyork",4,3424,11192,1
"2995","S8istwEIL2o",2,"Cities","shanghai",1,4992,4992,1
"2996","S8istwEIL2o",2,"Cities","sichuan",3,1888,7768,1
"2997","S8istwEIL2o",2,"Cities","tianjing",8,920,51422,1
"2998","S8istwEIL2o",3,"Countries","america",2,1376,4512,1
"2999","S8istwEIL2o",3,"Countries","australia",9,46638,80613,1
"3000","S8istwEIL2o",3,"Countries","british",6,9928,22095,1
"3001","S8istwEIL2o",3,"Countries","canada",7,3024,25119,1
"3002","S8istwEIL2o",3,"Countries","china",1,3136,3136,1
"3003","S8istwEIL2o",3,"Countries","india",3,1664,6176,1
"3004","S8istwEIL2o",3,"Countries","japan",5,3263,12167,1
"3005","S8istwEIL2o",3,"Countries","korea",4,2728,8904,1
"3006","S8istwEIL2o",3,"Countries","russia",8,8856,33975,1
"3007","S8istwEIL2o",4,"Fruits","banana",2,1000,4591,1
"3008","S8istwEIL2o",4,"Fruits","bluemerry",5,12392,27583,1
"3009","S8istwEIL2o",4,"Fruits","grape",4,2328,15191,1
"3010","S8istwEIL2o",4,"Fruits","lemon",8,1728,38206,1
"3011","S8istwEIL2o",4,"Fruits","orange",1,3591,3591,1
"3012","S8istwEIL2o",4,"Fruits","peal",3,8272,12863,1
"3013","S8istwEIL2o",4,"Fruits","strawberry",6,3624,31207,1
"3014","S8istwEIL2o",4,"Fruits","watermelon",7,5271,36478,1
"3015","S8istwEIL2o",5,"Animals","cat",2,896,5351,1
"3016","S8istwEIL2o",5,"Animals","cow",9,7408,82693,1
"3017","S8istwEIL2o",5,"Animals","dog",1,4455,4455,1
"3018","S8istwEIL2o",5,"Animals","fox",3,25791,31142,1
"3019","S8istwEIL2o",5,"Animals","kangaroo",8,32255,75285,1
"3020","S8istwEIL2o",5,"Animals","lion",5,2168,35926,1
"3021","S8istwEIL2o",5,"Animals","monkey",6,2008,37934,1
"3022","S8istwEIL2o",5,"Animals","rabbit",7,5096,43030,1
"3023","S8istwEIL2o",5,"Animals","tiger",4,2616,33758,1
"3024","S8istwEIL2o",6,"Countries","brazil",1,7679,7679,2
"3025","S8istwEIL2o",6,"Countries","france",5,13080,67502,2
"3026","S8istwEIL2o",6,"Countries","german",4,2440,54422,2
"3027","S8istwEIL2o",6,"Countries","italy",2,32639,40318,2
"3028","S8istwEIL2o",6,"Countries","polland",3,11664,51982,2
"3029","S8istwEIL2o",7,"Cities","beijing",7,34031,69814,2
"3030","S8istwEIL2o",7,"Cities","berlin",6,3808,35783,2
"3031","S8istwEIL2o",7,"Cities","chendu",1,4368,4368,2
"3032","S8istwEIL2o",7,"Cities","chongqing",2,2200,6568,2
"3033","S8istwEIL2o",7,"Cities","denver",10,5912,84405,2
"3034","S8istwEIL2o",7,"Cities","london",5,7776,31975,2
"3035","S8istwEIL2o",7,"Cities","newyork",8,2951,72765,2
"3036","S8istwEIL2o",7,"Cities","ningbo",4,7904,24199,2
"3037","S8istwEIL2o",7,"Cities","orlando",9,5728,78493,2
"3038","S8istwEIL2o",7,"Cities","shengzheng",3,9727,16295,2
"3039","S8istwEIL2o",8,"Clothing Articles","skirt",3,1288,17495,1
"3040","S8istwEIL2o",8,"Clothing Articles","suit",4,2912,20407,1
"3041","S8istwEIL2o",8,"Clothing Articles","sweater",1,13695,13695,1
"3042","S8istwEIL2o",8,"Clothing Articles","tshirt",2,2512,16207,1
"3043","S8istwEIL2o",9,"Methods of Transportation","bike",6,2680,22455,1
"3044","S8istwEIL2o",9,"Methods of Transportation","boat",5,2816,19775,1
"3045","S8istwEIL2o",9,"Methods of Transportation","bus",1,4976,4976,1
"3046","S8istwEIL2o",9,"Methods of Transportation","car",2,3232,8208,1
"3047","S8istwEIL2o",9,"Methods of Transportation","helicopter",3,6175,14383,1
"3048","S8istwEIL2o",9,"Methods of Transportation","plane",7,6768,29223,1
"3049","S8istwEIL2o",9,"Methods of Transportation","rocket",8,11967,41190,1
"3050","S8istwEIL2o",9,"Methods of Transportation","ship",9,40807,81997,1
"3051","S8istwEIL2o",9,"Methods of Transportation","taxi",10,4664,86661,1
"3052","S8istwEIL2o",9,"Methods of Transportation","train",4,2576,16959,1
"3053","S8istwEIL2o",10,"Animals","cat",2,1272,11247,2
"3054","S8istwEIL2o",10,"Animals","cow",5,6536,29734,2
"3055","S8istwEIL2o",10,"Animals","dog",1,9975,9975,2
"3056","S8istwEIL2o",10,"Animals","dragon",12,4464,61365,2
"3057","S8istwEIL2o",10,"Animals","horse",10,4472,44318,2
"3058","S8istwEIL2o",10,"Animals","kangaroo",4,8527,23198,2
"3059","S8istwEIL2o",10,"Animals","lion",7,1312,34606,2
"3060","S8istwEIL2o",10,"Animals","monkey",3,3424,14671,2
"3061","S8istwEIL2o",10,"Animals","mouse",13,25647,87012,2
"3062","S8istwEIL2o",10,"Animals","pig",11,12583,56901,2
"3063","S8istwEIL2o",10,"Animals","rabbit",8,2208,36814,2
"3064","S8istwEIL2o",10,"Animals","snack",9,3032,39846,2
"3065","S8istwEIL2o",10,"Animals","tiger",6,3560,33294,2
"3066","S8istwEIL2o",11,"Fruits","apple",2,2400,5568,2
"3067","S8istwEIL2o",11,"Fruits","banana",1,3168,3168,2
"3068","S8istwEIL2o",11,"Fruits","bluemerry",6,5640,17416,2
"3069","S8istwEIL2o",11,"Fruits","grape",4,2016,9192,2
"3070","S8istwEIL2o",11,"Fruits","lemon",9,1296,35311,2
"3071","S8istwEIL2o",11,"Fruits","orange",5,2584,11776,2
"3072","S8istwEIL2o",11,"Fruits","peal",3,1608,7176,2
"3073","S8istwEIL2o",11,"Fruits","strawberry",7,9887,27303,2
"3074","S8istwEIL2o",11,"Fruits","watermelon",8,6712,34015,2
"3075","S8istwEIL2o",12,"Methods of Transportation","bike",2,1760,6048,2
"3076","S8istwEIL2o",12,"Methods of Transportation","boat",6,1616,14888,2
"3077","S8istwEIL2o",12,"Methods of Transportation","bus",1,4288,4288,2
"3078","S8istwEIL2o",12,"Methods of Transportation","car",11,2008,30247,2
"3079","S8istwEIL2o",12,"Methods of Transportation","helicopter",9,6776,25559,2
"3080","S8istwEIL2o",12,"Methods of Transportation","highway",4,4216,11808,2
"3081","S8istwEIL2o",12,"Methods of Transportation","motorcycle",13,15847,49798,2
"3082","S8istwEIL2o",12,"Methods of Transportation","plane",5,1464,13272,2
"3083","S8istwEIL2o",12,"Methods of Transportation","rocket",8,3015,18783,2
"3084","S8istwEIL2o",12,"Methods of Transportation","ship",7,880,15768,2
"3085","S8istwEIL2o",12,"Methods of Transportation","subway",3,1544,7592,2
"3086","S8istwEIL2o",12,"Methods of Transportation","taxi",10,2680,28239,2
"3087","S8istwEIL2o",12,"Methods of Transportation","train",12,3704,33951,2
"3088","S8istwEIL2o",13,"Units of measurement",NA,2,472,18007,1
"3089","S8istwEIL2o",13,"Units of measurement","cm",1,17535,17535,1
"3090","S8istwEIL2o",13,"Units of measurement","dm",4,4048,22671,1
"3091","S8istwEIL2o",13,"Units of measurement","km",5,728,23399,1
"3092","S8istwEIL2o",13,"Units of measurement","m",6,22135,45534,1
"3093","S8istwEIL2o",13,"Units of measurement","mm",3,616,18623,1
"3094","S8istwEIL2o",13,"Units of measurement","um",7,22023,67557,1
"3095","S8istwEIL2o",14,"Sporting Games","baseball",2,16008,75382,1
"3096","S8istwEIL2o",14,"Sporting Games","football",3,6807,82189,1
"3097","S8istwEIL2o",14,"Sporting Games","nba2k",1,59374,59374,1
"3098","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","chopsticks",11,7736,74533,1
"3099","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","cup",3,10064,24831,1
"3100","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","fork",13,3352,83261,1
"3101","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","fruit",10,1896,66797,1
"3102","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","knife",2,4336,14767,1
"3103","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","meat",8,23815,60789,1
"3104","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","oil",6,1832,32742,1
"3105","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","plate",7,4232,36974,1
"3106","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","pot",1,10431,10431,1
"3107","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","salt",4,4559,29390,1
"3108","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","spoon",12,5376,79909,1
"3109","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","sugar",5,1520,30910,1
"3110","S8istwEIL2o",15,"Objects You Would Find in The Kitchen","vegetable",9,4112,64901,1
"3111","S8istwEIL2o",16,"Musical Instruments","drum",4,9720,78933,1
"3112","S8istwEIL2o",16,"Musical Instruments","guitar",1,4799,4799,1
"3113","S8istwEIL2o",16,"Musical Instruments","piano",2,2048,6847,1
"3114","S8istwEIL2o",16,"Musical Instruments","violin",3,62366,69213,1
"3115","S8istwEIL2o",17,"Vegetables","bean",3,4048,12838,1
"3116","S8istwEIL2o",17,"Vegetables","greenvegetable",5,14264,34582,1
"3117","S8istwEIL2o",17,"Vegetables","onion",4,7480,20318,1
"3118","S8istwEIL2o",17,"Vegetables","potato",1,7438,7438,1
"3119","S8istwEIL2o",17,"Vegetables","tomato",2,1352,8790,1
"3120","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","cup",5,2080,26495,2
"3121","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","fork",3,2335,13663,2
"3122","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","fruit",8,1104,31247,2
"3123","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","hotsource",14,4784,86893,2
"3124","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","knife",1,8080,8080,2
"3125","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","meat",6,2008,28503,2
"3126","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","oil",10,15959,49942,2
"3127","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","plate",4,10752,24415,2
"3128","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","pot",9,2736,33983,2
"3129","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","salt",11,1992,51934,2
"3130","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","soysource",13,27151,82109,2
"3131","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","spoon",2,3248,11328,2
"3132","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","sugar",12,3024,54958,2
"3133","S8istwEIL2o",18,"Objects You Would Find in The Kitchen","vegetable",7,1640,30143,2
"3134","S8istwEIL2o",19,"Sporting Games","baseball",4,12839,29238,2
"3135","S8istwEIL2o",19,"Sporting Games","fifa",2,1072,14687,2
"3136","S8istwEIL2o",19,"Sporting Games","golf",5,2752,31990,2
"3137","S8istwEIL2o",19,"Sporting Games","jump",7,2872,47494,2
"3138","S8istwEIL2o",19,"Sporting Games","nba2k",1,13615,13615,2
"3139","S8istwEIL2o",19,"Sporting Games","running",6,12632,44622,2
"3140","S8istwEIL2o",19,"Sporting Games","wwe",3,1712,16399,2
"3141","S8istwEIL2o",20,"Units of measurement","cm",3,624,8728,2
"3142","S8istwEIL2o",20,"Units of measurement","dm",2,608,8104,2
"3143","S8istwEIL2o",20,"Units of measurement","g",8,4412,22628,2
"3144","S8istwEIL2o",20,"Units of measurement","kg",9,432,23060,2
"3145","S8istwEIL2o",20,"Units of measurement","km",4,1088,9816,2
"3146","S8istwEIL2o",20,"Units of measurement","min",10,22032,45092,2
"3147","S8istwEIL2o",20,"Units of measurement","mm",1,7496,7496,2
"3148","S8istwEIL2o",20,"Units of measurement","s",6,6976,17912,2
"3149","S8istwEIL2o",20,"Units of measurement","sec",11,864,45956,2
"3150","S8istwEIL2o",20,"Units of measurement","t",7,304,18216,2
"3151","S8istwEIL2o",20,"Units of measurement","um",5,1120,10936,2
"3152","S8istwEIL2o",20,"Units of measurement","year",12,1680,47636,2
"3153","S8istwEIL2o",21,"Pieces of Furniture","chair",3,8056,31887,1
"3154","S8istwEIL2o",21,"Pieces of Furniture","sofa",1,22775,22775,1
"3155","S8istwEIL2o",21,"Pieces of Furniture","table",2,1056,23831,1
"3156","S8istwEIL2o",21,"Pieces of Furniture","tv",4,7968,39855,1
"3157","S8istwEIL2o",23,"Musical Instruments","drum",1,5592,5592,2
"3158","S8istwEIL2o",23,"Musical Instruments","guitar",4,2647,13159,2
"3159","S8istwEIL2o",23,"Musical Instruments","piano",2,2240,7832,2
"3160","S8istwEIL2o",23,"Musical Instruments","violin",3,2680,10512,2
"3161","S9wuDSGNwCe",1,"Methods of Transportation","boat",5,6758,13713,1
"3162","S9wuDSGNwCe",1,"Methods of Transportation","bus",2,1095,5050,1
"3163","S9wuDSGNwCe",1,"Methods of Transportation","car",3,897,5947,1
"3164","S9wuDSGNwCe",1,"Methods of Transportation","ferry",9,26279,61728,1
"3165","S9wuDSGNwCe",1,"Methods of Transportation","metrocable",7,6927,27545,1
"3166","S9wuDSGNwCe",1,"Methods of Transportation","plane",4,1008,6955,1
"3167","S9wuDSGNwCe",1,"Methods of Transportation","taxi",8,7904,35449,1
"3168","S9wuDSGNwCe",1,"Methods of Transportation","train",1,3955,3955,1
