"","id","category","item","sp1","dist","range"
"919","SPVB0T96HlU","Methods of Transportation","boat",14,-5,16
"920","SPVB0T96HlU","Methods of Transportation","motorcycle",9,3,16
"921","SPVB0T96HlU","Methods of Transportation","privatejet",12,1,16
"922","SPVB0T96HlU","Methods of Transportation","helicopter",13,-7,16
"923","SPVB0T96HlU","Methods of Transportation","scooter",6,2,16
"924","SPVB0T96HlU","Methods of Transportation","tricycle",8,9,16
"925","SPVB0T96HlU","Methods of Transportation","walking",17,1,16
"926","SPVB0T96HlU","Methods of Transportation","running",18,1,16
"927","SPVB0T96HlU","Units of measurement","inch",1,1,11
"928","SPVB0T96HlU","Units of measurement","feet",2,1,11
"929","SPVB0T96HlU","Units of measurement","meter",3,11,11
"930","SPVB0T96HlU","Units of measurement","yard",14,-7,11
"931","SPVB0T96HlU","Units of measurement","centimeter",7,-1,11
"932","SPVB0T96HlU","Units of measurement","mile",6,-2,11
"933","SPVB0T96HlU","Units of measurement","kilometer",4,9,11
"934","SPVB0T96HlU","Units of measurement","ounce",13,-8,11
"935","SPVB0T96HlU","Units of measurement","pound",5,6,11
"936","SPVB0T96HlU","Units of measurement","second",11,-1,11
"937","SPVB0T96HlU","Units of measurement","minute",10,-1,11
"938","SPVB0T96HlU","Units of measurement","hour",9,3,11
"939","SPVB0T96HlU","Units of measurement","day",12,3,11
"940","SPVB0T96HlU","Sporting Games","tennis",1,14,14
"941","SPVB0T96HlU","Sporting Games","fieldhockey",15,-11,14
"942","SPVB0T96HlU","Sporting Games","football",4,4,14
"943","SPVB0T96HlU","Sporting Games","rowing",8,-3,14
"944","SPVB0T96HlU","Sporting Games","soccer",5,13,14
"945","SPVB0T96HlU","Sporting Games","pickleball",18,-12,14
"946","SPVB0T96HlU","Sporting Games","basketball",6,1,14
"947","SPVB0T96HlU","Sporting Games","volleyball",7,4,14
"948","SPVB0T96HlU","Sporting Games","gymnastics",11,5,14
"949","SPVB0T96HlU","Sporting Games","surfing",16,1,14
"950","SPVB0T96HlU","Objects You Would Find in The Kitchen","knife",1,1,16
"951","SPVB0T96HlU","Objects You Would Find in The Kitchen","spoon",2,2,16
"952","SPVB0T96HlU","Objects You Would Find in The Kitchen","fork",4,16,16
"953","SPVB0T96HlU","Objects You Would Find in The Kitchen","spatula",20,-3,16
"954","SPVB0T96HlU","Objects You Would Find in The Kitchen","coffeemachine",17,-14,16
"955","SPVB0T96HlU","Objects You Would Find in The Kitchen","bowl",3,9,16
"956","SPVB0T96HlU","Objects You Would Find in The Kitchen","water",12,-6,16
"957","SPVB0T96HlU","Objects You Would Find in The Kitchen","mug",6,4,16
"958","SPVB0T96HlU","Objects You Would Find in The Kitchen","food",10,-5,16
"959","SPVB0T96HlU","Objects You Would Find in The Kitchen","microwave",5,16,16
"960","SPVB0T96HlU","Objects You Would Find in The Kitchen","seasoning",21,-6,16
"961","SPVB0T96HlU","Musical Instruments","violin",4,-3,9
"962","SPVB0T96HlU","Musical Instruments","cello",1,1,9
"963","SPVB0T96HlU","Musical Instruments","piano",2,7,9
"964","SPVB0T96HlU","Musical Instruments","viola",9,6,9
"965","SPVB0T96HlU","Musical Instruments","saxophone",15,-3,9
"966","SPVB0T96HlU","Musical Instruments","flute",12,-5,9
"967","SPVB0T96HlU","Musical Instruments","harp",7,-1,9
"968","SPVB0T96HlU","Musical Instruments","trumpet",6,-1,9
"969","SPVB0T96HlU","Musical Instruments","voice",5,9,9
"970","SPVB0T96HlU","Musical Instruments","horn",14,-1,9
"971","SPVB0T96HlU","Musical Instruments","frenchhorn",13,-2,9
"972","SPVB0T96HlU","Musical Instruments","recorder",11,-1,9
"973","SP2MpJMdd6Y","Vegetables","broccoli",1,12,12
"974","SP2MpJMdd6Y","Vegetables","pea",13,-11,12
"975","SP2MpJMdd6Y","Vegetables","spinach",2,1,12
"976","SP2MpJMdd6Y","Vegetables","celery",3,7,12
"977","SP2MpJMdd6Y","Vegetables","stringbean",10,-2,12
"978","SP2MpJMdd6Y","Vegetables","asparagus",8,-2,12
"979","SP2MpJMdd6Y","Vegetables","cucumber",6,-1,12
"980","SP2MpJMdd6Y","Vegetables","tomato",5,6,12
"981","SP2MpJMdd6Y","Vegetables","mushroom",11,-4,12
"982","SP2MpJMdd6Y","Vegetables","brusselssprout",7,5,12
"983","SP2MpJMdd6Y","Pieces of Furniture","couch",1,8,8
"984","SP2MpJMdd6Y","Pieces of Furniture","loveseat",9,1,8
"985","SP2MpJMdd6Y","Pieces of Furniture","bed",10,-4,8
"986","SP2MpJMdd6Y","Pieces of Furniture","armoire",6,-1,8
"987","SP2MpJMdd6Y","Pieces of Furniture","dresser",5,3,8
"988","SP2MpJMdd6Y","Pieces of Furniture","footrest",8,-5,8
"989","SP2MpJMdd6Y","Clothing Articles","bra",23,-2,14
"990","SP2MpJMdd6Y","Clothing Articles","socks",21,1,14
"991","SP2MpJMdd6Y","Clothing Articles","underwear",22,-7,14
"992","SP2MpJMdd6Y","Clothing Articles","jewelry",15,-1,14
"993","SP2MpJMdd6Y","Clothing Articles","hat",14,-10,14
"994","SP2MpJMdd6Y","Clothing Articles","dress",4,-3,14
"995","SP2MpJMdd6Y","Clothing Articles","longsleeveshirt",1,4,14
"996","SP2MpJMdd6Y","Clothing Articles","capris",5,4,14
"997","SP2MpJMdd6Y","Clothing Articles","sweatpants",9,1,14
"998","SP2MpJMdd6Y","Clothing Articles","sweatshirt",10,1,14
"999","SP2MpJMdd6Y","Clothing Articles","sneakers",11,2,14
"1000","SP2MpJMdd6Y","Clothing Articles","boots",13,-6,14
"1001","SP2MpJMdd6Y","Clothing Articles","jeans",7,-4,14
"1002","SP2MpJMdd6Y","Clothing Articles","tanktop",3,14,14
"1003","SP2MpJMdd6Y","Clothing Articles","winterjacket",17,1,14
"1004","SP2MpJMdd6Y","Clothing Articles","scarf",18,1,14
"1005","SP2MpJMdd6Y","Clothing Articles","gloves",19,-11,14
"1006","SP2MpJMdd6Y","Cities","chicago",1,1,4
"1007","SP2MpJMdd6Y","Cities","newyorkcity",2,4,4
"1008","SP2MpJMdd6Y","Cities","houston",6,-2,4
"1009","SP2MpJMdd6Y","Cities","sanfrancisco",4,-1,4
"1010","SP2MpJMdd6Y","Cities","losangeles",3,2,4
"1011","SP2MpJMdd6Y","Countries","unitedstates",1,1,16
"1012","SP2MpJMdd6Y","Countries","japan",2,1,16
"1013","SP2MpJMdd6Y","Countries","china",3,2,16
"1014","SP2MpJMdd6Y","Countries","taiwan",5,9,16
"1015","SP2MpJMdd6Y","Countries","vietnam",14,1,16
"1016","SP2MpJMdd6Y","Countries","southkorea",15,1,16
"1017","SP2MpJMdd6Y","Countries","northkorea",16,4,16
"1018","SP2MpJMdd6Y","Countries","france",20,-16,16
"1019","SP2MpJMdd6Y","Countries","italy",4,6,16
"1020","SP2MpJMdd6Y","Countries","spain",10,-4,16
"1021","SP2MpJMdd6Y","Countries","russia",6,1,16
"1022","SP2MpJMdd6Y","Countries","ukraine",7,1,16
"1023","SP2MpJMdd6Y","Countries","latvia",8,1,16
"1024","SP2MpJMdd6Y","Countries","lithuania",9,8,16
"1025","SP2MpJMdd6Y","Countries","estonia",17,4,16
"1026","SP2MpJMdd6Y","Countries","bolivia",21,1,16
"1027","SP2MpJMdd6Y","Countries","guatemala",22,-10,16
"1028","SP2MpJMdd6Y","Countries","madagascar",12,-1,16
"1029","SP2MpJMdd6Y","Countries","mexico",11,8,16
"1030","SP2MpJMdd6Y","Fruits","strawberry",1,2,12
"1031","SP2MpJMdd6Y","Fruits","blueberry",3,1,12
"1032","SP2MpJMdd6Y","Fruits","raspberry",4,11,12
"1033","SP2MpJMdd6Y","Fruits","pineapple",15,-1,12
"1034","SP2MpJMdd6Y","Fruits","grape",14,-12,12
"1035","SP2MpJMdd6Y","Fruits","banana",2,6,12
"1036","SP2MpJMdd6Y","Fruits","mango",8,2,12
"1037","SP2MpJMdd6Y","Fruits","papaya",10,2,12
"1038","SP2MpJMdd6Y","Fruits","cantaloupe",12,-1,12
"1039","SP2MpJMdd6Y","Fruits","watermelon",11,-6,12
"1040","SP2MpJMdd6Y","Fruits","blackberry",5,8,12
"1041","SP2MpJMdd6Y","Fruits","honeydew",13,3,12
"1042","SP2MpJMdd6Y","Animals","cat",2,-1,19
"1043","SP2MpJMdd6Y","Animals","dog",1,13,19
"1044","SP2MpJMdd6Y","Animals","pigeon",14,-1,19
"1045","SP2MpJMdd6Y","Animals","parrot",13,10,19
"1046","SP2MpJMdd6Y","Animals","snake",23,-19,19
"1047","SP2MpJMdd6Y","Animals","shark",4,1,19
"1048","SP2MpJMdd6Y","Animals","whale",5,14,19
"1049","SP2MpJMdd6Y","Animals","seal",19,-16,19
"1050","SP2MpJMdd6Y","Animals","monkey",3,5,19
"1051","SP2MpJMdd6Y","Animals","lion",8,1,19
"1052","SP2MpJMdd6Y","Animals","tiger",9,9,19
"1053","SP2MpJMdd6Y","Animals","giraffe",18,-12,19
"1054","SP2MpJMdd6Y","Animals","starfish",6,1,19
"1055","SP2MpJMdd6Y","Sporting Games","basketball",2,1,9
"1056","SP2MpJMdd6Y","Sporting Games","baseball",3,4,9
"1057","SP2MpJMdd6Y","Sporting Games","volleyball",7,-3,9
"1058","SP2MpJMdd6Y","Sporting Games","tennis",4,-3,9
"1059","SP2MpJMdd6Y","Sporting Games","swimming",1,9,9
"1060","SP2MpJMdd6Y","Sporting Games","rugby",10,-2,9
"1061","SP2MpJMdd6Y","Sporting Games","badminton",8,-3,9
"1062","SP2MpJMdd6Y","Sporting Games","football",5,1,9
"1063","SP2MpJMdd6Y","Sporting Games","soccer",6,9,9
"1064","SP2MpJMdd6Y","Sporting Games","bowling",15,-1,9
"1065","SP2MpJMdd6Y","Sporting Games","golf",14,-2,9
"1066","SP2MpJMdd6Y","Sporting Games","dance",12,1,9
"1067","SP2MpJMdd6Y","Sporting Games","cheerleading",13,-2,9
"1068","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","knife",3,-2,10
"1069","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","fork",1,1,10
"1070","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","spoon",2,6,10
"1071","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","spatula",8,-3,10
"1072","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","pot",5,-1,10
"1073","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","pan",4,7,10
"1074","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","refrigerator",11,-1,10
"1075","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","freezer",10,2,10
"1076","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","pantry",12,9,10
"1077","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","airfryer",21,-8,10
"1078","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","cereal",13,10,10
"1079","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","apple",23,1,10
"1080","SP2MpJMdd6Y","Objects You Would Find in The Kitchen","banana",24,-4,10
"1081","SP2MpJMdd6Y","Musical Instruments","trumpet",1,2,10
"1082","SP2MpJMdd6Y","Musical Instruments","piano",3,3,10
"1083","SP2MpJMdd6Y","Musical Instruments","saxophone",6,-4,10
"1084","SP2MpJMdd6Y","Musical Instruments","guitar",2,10,10
"1085","SP2MpJMdd6Y","Musical Instruments","cymbal",12,-3,10
"1086","SP2MpJMdd6Y","Musical Instruments","triangle",9,-1,10
"1087","SP2MpJMdd6Y","Musical Instruments","recorder",8,-3,10
"1088","SP2MpJMdd6Y","Musical Instruments","harp",5,6,10
"1089","SP2MpJMdd6Y","Musical Instruments","chello",11,-4,10
"1090","SP2MpJMdd6Y","Musical Instruments","ukulele",7,-3,10
"1091","Sb2FrWn9zZW","Vegetables","carrot",1,5,6
"1092","Sb2FrWn9zZW","Vegetables","potato",6,2,6
"1093","Sb2FrWn9zZW","Vegetables","corn",8,2,6
"1094","Sb2FrWn9zZW","Vegetables","lettuce",10,-5,6
"1095","Sb2FrWn9zZW","Vegetables","beet",5,4,6
"1096","Sb2FrWn9zZW","Vegetables","stringbean",9,-6,6
"1097","Sb2FrWn9zZW","Vegetables","onion",3,-1,6
"1098","Sb2FrWn9zZW","Vegetables","pepper",2,5,6
"1099","Sb2FrWn9zZW","Pieces of Furniture","rug",4,-1,4
"1100","Sb2FrWn9zZW","Pieces of Furniture","chair",3,-1,4
"1101","Sb2FrWn9zZW","Pieces of Furniture","table",2,4,4
"1102","Sb2FrWn9zZW","Pieces of Furniture","stool",6,1,4
"1103","Sb2FrWn9zZW","Clothing Articles","shirt",1,11,11
"1104","Sb2FrWn9zZW","Clothing Articles","longsleeveshirt",12,-4,11
"1105","Sb2FrWn9zZW","Clothing Articles","jacket",8,-6,11
"1106","Sb2FrWn9zZW","Clothing Articles","pants",2,11,11
"1107","Sb2FrWn9zZW","Clothing Articles","sweatshirt",13,-6,11
"1108","Sb2FrWn9zZW","Clothing Articles","hat",7,-2,11
"1109","Sb2FrWn9zZW","Clothing Articles","shorts",5,6,11
"1110","Sb2FrWn9zZW","Clothing Articles","socks",11,-5,11
"1111","Sb2FrWn9zZW","Clothing Articles","underwear",6,9,11
"1112","Sb2FrWn9zZW","Clothing Articles","collaredshirt",15,1,11
"1113","Sb2FrWn9zZW","Clothing Articles","khakis",16,-7,11
"1114","Sb2FrWn9zZW","Clothing Articles","pullover",9,1,11
"1115","Sb2FrWn9zZW","Cities","providence",1,5,5
"1116","Sb2FrWn9zZW","Cities","boston",6,-4,5
"1117","Sb2FrWn9zZW","Cities","miami",2,1,5
"1118","Sb2FrWn9zZW","Cities","charlotte",3,1,5
"1119","Sb2FrWn9zZW","Cities","baltimore",4,3,5
"1120","Sb2FrWn9zZW","Countries","china",3,4,4
"1121","Sb2FrWn9zZW","Countries","unitedstates",7,3,4
"1122","Sb2FrWn9zZW","Countries","southamerica",10,-2,4
"1123","Sb2FrWn9zZW","Countries","africa",8,-3,4
"1124","Sb2FrWn9zZW","Countries","russia",5,-3,4
"1125","Sb2FrWn9zZW","Countries","ukraine",2,2,4
"1126","Sb2FrWn9zZW","Methods of Transportation","bus",1,4,5
"1127","Sb2FrWn9zZW","Methods of Transportation","taxi",5,1,5
"1128","Sb2FrWn9zZW","Methods of Transportation","uber",6,2,5
"1129","Sb2FrWn9zZW","Methods of Transportation","car",8,-5,5
"1130","Sb2FrWn9zZW","Methods of Transportation","boat",3,-1,5
"1131","Sb2FrWn9zZW","Methods of Transportation","plane",2,2,5
"1132","Sb2FrWn9zZW","Methods of Transportation","train",4,5,5
"1133","Sb2FrWn9zZW","Methods of Transportation","subway",9,2,5
"1134","Sb2FrWn9zZW","Methods of Transportation","segway",11,-1,5
"1135","Sb2FrWn9zZW","Methods of Transportation","walking",10,-3,5
"1136","Sb2FrWn9zZW","Units of measurement","inch",2,-1,6
"1137","Sb2FrWn9zZW","Units of measurement","centimeter",1,6,6
"1138","Sb2FrWn9zZW","Units of measurement","ounce",7,-3,6
"1139","Sb2FrWn9zZW","Units of measurement","gallon",4,1,6
"1140","Sb2FrWn9zZW","Units of measurement","millimeter",5,-2,6
"1141","Sb2FrWn9zZW","Units of measurement","meter",3,3,6
"1142","Sb2FrWn9zZW","Sporting Games","football",1,1,6
"1143","Sb2FrWn9zZW","Sporting Games","basketball",2,1,6
"1144","Sb2FrWn9zZW","Sporting Games","tennis",3,5,6
"1145","Sb2FrWn9zZW","Sporting Games","hockey",8,3,6
"1146","Sb2FrWn9zZW","Sporting Games","swimming",11,-6,6
"1147","Sb2FrWn9zZW","Sporting Games","baseball",5,2,6
"1148","Sb2FrWn9zZW","Sporting Games","golf",7,2,6
"1149","Sb2FrWn9zZW","Sporting Games","fieldhockey",9,1,6
"1150","Sb2FrWn9zZW","Sporting Games","lacrosse",10,-4,6
"1151","Sb2FrWn9zZW","Sporting Games","spikeball",6,-2,6
"1152","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","knife",3,-1,10
"1153","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","spoon",2,4,10
"1154","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","pot",6,1,10
"1155","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","pan",7,7,10
"1156","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","oven",14,-4,10
"1157","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","refrigerator",10,-6,10
"1158","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","table",4,7,10
"1159","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","sink",11,-10,10
"1160","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","fork",1,8,10
"1161","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","food",9,4,10
"1162","Sb2FrWn9zZW","Objects You Would Find in The Kitchen","cuttingboard",13,-5,10
"1163","Sb2FrWn9zZW","Musical Instruments","trumpet",1,5,6
"1164","Sb2FrWn9zZW","Musical Instruments","clarinet",6,-4,6
"1165","Sb2FrWn9zZW","Musical Instruments","drum",2,1,6
"1166","Sb2FrWn9zZW","Musical Instruments","guitar",3,6,6
"1167","Sb2FrWn9zZW","Musical Instruments","electricguitar",9,-2,6
"1168","Sb2FrWn9zZW","Musical Instruments","trombone",7,-3,6
"1169","SBsBsWb5CHv","Vegetables","celery",15,-11,14
"1170","SBsBsWb5CHv","Vegetables","carrot",4,8,14
"1171","SBsBsWb5CHv","Vegetables","mushroom",12,-5,14
"1172","SBsBsWb5CHv","Vegetables","lettuce",7,1,14
"1173","SBsBsWb5CHv","Vegetables","spinach",8,3,14
"1174","SBsBsWb5CHv","Vegetables","onion",11,-10,14
"1175","SBsBsWb5CHv","Vegetables","pepper",1,4,14
"1176","SBsBsWb5CHv","Vegetables","beet",5,-2,14
"1177","SBsBsWb5CHv","Vegetables","tomato",3,14,14
"1178","SBsBsWb5CHv","Vegetables","rubarb",17,1,14
"1179","SBsBsWb5CHv","Vegetables","scallion",18,-12,14
"1180","SBsBsWb5CHv","Vegetables","eggplant",6,8,14
"1181","SBsBsWb5CHv","Vegetables","asparagus",14,-1,14
"1182","SBsBsWb5CHv","Pieces of Furniture","couch",1,1,4
"1183","SBsBsWb5CHv","Pieces of Furniture","chair",2,4,4
"1184","SBsBsWb5CHv","Pieces of Furniture","cabinet",6,-2,4
"1185","SBsBsWb5CHv","Pieces of Furniture","closet",4,1,4
"1186","SBsBsWb5CHv","Clothing Articles","sweater",1,2,14
"1187","SBsBsWb5CHv","Clothing Articles","jacket",3,3,14
"1188","SBsBsWb5CHv","Clothing Articles","tanktop",6,-4,14
"1189","SBsBsWb5CHv","Clothing Articles","shirt",2,14,14
"1190","SBsBsWb5CHv","Clothing Articles","hat",16,-1,14
"1191","SBsBsWb5CHv","Clothing Articles","gloves",15,-1,14
"1192","SBsBsWb5CHv","Clothing Articles","scarf",14,-7,14
"1193","SBsBsWb5CHv","Clothing Articles","sweatpants",7,3,14
"1194","SBsBsWb5CHv","Clothing Articles","socks",10,1,14
"1195","SBsBsWb5CHv","Clothing Articles","sneakers",11,1,14
"1196","SBsBsWb5CHv","Clothing Articles","highheels",12,1,14
"1197","SBsBsWb5CHv","Clothing Articles","boots",13,-9,14
"1198","SBsBsWb5CHv","Clothing Articles","bra",4,1,14
"1199","SBsBsWb5CHv","Cities","newyorkcity",1,3,10
"1200","SBsBsWb5CHv","Cities","dubai",4,7,10
"1201","SBsBsWb5CHv","Cities","seattle",11,-2,10
"1202","SBsBsWb5CHv","Cities","miami",9,-1,10
"1203","SBsBsWb5CHv","Cities","orlando",8,-1,10
"1204","SBsBsWb5CHv","Cities","losangeles",7,3,10
"1205","SBsBsWb5CHv","Cities","sandiego",10,-7,10
"1206","SBsBsWb5CHv","Cities","sanfrancisco",3,2,10
"1207","SBsBsWb5CHv","Cities","philadelphia",5,-3,10
"1208","SBsBsWb5CHv","Cities","syracuse",2,10,10
"1209","SBsBsWb5CHv","Cities","barcelona",12,1,10
"1210","SBsBsWb5CHv","Animals","fox",2,18,18
"1211","SBsBsWb5CHv","Animals","zebra",20,-1,18
"1212","SBsBsWb5CHv","Animals","tiger",19,-4,18
"1213","SBsBsWb5CHv","Animals","snail",15,-1,18
"1214","SBsBsWb5CHv","Animals","worm",14,-7,18
"1215","SBsBsWb5CHv","Animals","butterfly",7,-3,18
"1216","SBsBsWb5CHv","Animals","bird",4,12,18
"1217","SBsBsWb5CHv","Animals","eagle",16,2,18
"1218","SBsBsWb5CHv","Animals","lion",18,-10,18
"1219","SBsBsWb5CHv","Animals","fish",8,9,18
"1220","SBsBsWb5CHv","Animals","shark",17,-11,18
"1221","SBsBsWb5CHv","Animals","dog",6,-1,18
"1222","SBsBsWb5CHv","Methods of Transportation","bus",10,-9,9
"1223","SBsBsWb5CHv","Methods of Transportation","train",1,2,9
"1224","SBsBsWb5CHv","Methods of Transportation","airplane",3,6,9
"1225","SBsBsWb5CHv","Methods of Transportation","car",9,-4,9
"1226","SBsBsWb5CHv","Methods of Transportation","bicycle",5,-1,9
"1227","SBsBsWb5CHv","Methods of Transportation","running",4,-2,9
"1228","SBsBsWb5CHv","Methods of Transportation","walking",2,6,9
"1229","SBsBsWb5CHv","Methods of Transportation","scooter",8,-1,9
"1230","SBsBsWb5CHv","Methods of Transportation","rollerskating",7,-1,9
"1231","SBsBsWb5CHv","Units of measurement","centimeter",1,9,9
"1232","SBsBsWb5CHv","Units of measurement","ounce",10,-1,9
"1233","SBsBsWb5CHv","Units of measurement","pint",9,-7,9
"1234","SBsBsWb5CHv","Units of measurement","meter",2,1,9
"1235","SBsBsWb5CHv","Units of measurement","inch",3,2,9
"1236","SBsBsWb5CHv","Sporting Games","soccer",4,4,4
"1237","SBsBsWb5CHv","Sporting Games","football",8,1,4
"1238","SBsBsWb5CHv","Sporting Games","rugby",9,-4,4
"1239","SBsBsWb5CHv","Sporting Games","curling",5,-3,4
"1240","SBsBsWb5CHv","Sporting Games","basketball",2,1,4
"1241","SBsBsWb5CHv","Sporting Games","baseball",3,3,4
"1242","SBsBsWb5CHv","Objects You Would Find in The Kitchen","fork",4,-1,7
"1243","SBsBsWb5CHv","Objects You Would Find in The Kitchen","knife",3,2,7
"1244","SBsBsWb5CHv","Objects You Would Find in The Kitchen","spoon",5,-4,7
"1245","SBsBsWb5CHv","Objects You Would Find in The Kitchen","stove",1,7,7
"1246","SBsBsWb5CHv","Objects You Would Find in The Kitchen","oven",8,6,7
"1247","SBsBsWb5CHv","Objects You Would Find in The Kitchen","freezer",14,2,7
"1248","SBsBsWb5CHv","Objects You Would Find in The Kitchen","fruit",16,1,7
"1249","SBsBsWb5CHv","Objects You Would Find in The Kitchen","vegetable",17,1,7
"1250","SBsBsWb5CHv","Objects You Would Find in The Kitchen","seasoning",18,-7,7
"1251","SBsBsWb5CHv","Objects You Would Find in The Kitchen","pot",11,-1,7
"1252","SBsBsWb5CHv","Musical Instruments","harp",5,-3,4
"1253","SBsBsWb5CHv","Musical Instruments","piano",2,-1,4
"1254","SBsBsWb5CHv","Musical Instruments","trumpet",1,3,4
"1255","SBsBsWb5CHv","Musical Instruments","flute",4,-1,4
"1256","SBsBsWb5CHv","Musical Instruments","guitar",3,4,4
"1257","SBsBsWb5CHv","Musical Instruments","drum",7,1,4
"1258","SSHj1YWXmrM","Vegetables","squash",5,9,13
"1259","SSHj1YWXmrM","Vegetables","spinach",14,-13,13
"1260","SSHj1YWXmrM","Vegetables","zucchini",1,9,13
"1261","SSHj1YWXmrM","Vegetables","brusselssprout",10,-7,13
"1262","SSHj1YWXmrM","Vegetables","broccoli",3,9,13
"1263","SSHj1YWXmrM","Vegetables","carrot",12,-8,13
"1264","SSHj1YWXmrM","Vegetables","broccolini",4,7,13
"1265","SSHj1YWXmrM","Vegetables","artichoke",11,-9,13
"1266","SSHj1YWXmrM","Vegetables","pea",2,7,13
"1267","SSHj1YWXmrM","Vegetables","sugarsnappea",9,-1,13
"1268","SSHj1YWXmrM","Vegetables","greenbean",8,5,13
"1269","SSHj1YWXmrM","Vegetables","edamame",13,-6,13
"1270","SSHj1YWXmrM","Vegetables","tomato",7,-1,13
"1271","SSHj1YWXmrM","Pieces of Furniture","chair",1,7,14
"1272","SSHj1YWXmrM","Pieces of Furniture","desk",8,-2,14
"1273","SSHj1YWXmrM","Pieces of Furniture","table",6,-3,14
"1274","SSHj1YWXmrM","Pieces of Furniture","bed",3,14,14
"1275","SSHj1YWXmrM","Pieces of Furniture","fullbed",17,-3,14
"1276","SSHj1YWXmrM","Pieces of Furniture","twinbed",14,2,14
"1277","SSHj1YWXmrM","Pieces of Furniture","kingbed",16,-1,14
"1278","SSHj1YWXmrM","Pieces of Furniture","queenbed",15,-4,14
"1279","SSHj1YWXmrM","Pieces of Furniture","bedsidetable",11,-7,14
"1280","SSHj1YWXmrM","Pieces of Furniture","cabinet",4,8,14
"1281","SSHj1YWXmrM","Pieces of Furniture","dresser",12,6,14
"1282","SSHj1YWXmrM","Pieces of Furniture","couch",18,-8,14
"1283","SSHj1YWXmrM","Clothing Articles","shirt",1,3,12
"1284","SSHj1YWXmrM","Clothing Articles","pants",4,1,12
"1285","SSHj1YWXmrM","Clothing Articles","leggings",5,4,12
"1286","SSHj1YWXmrM","Clothing Articles","sweatshirt",9,7,12
"1287","SSHj1YWXmrM","Clothing Articles","croptop",16,-8,12
"1288","SSHj1YWXmrM","Clothing Articles","sweater",8,11,12
"1289","SSHj1YWXmrM","Clothing Articles","skirt",19,4,12
"1290","SSHj1YWXmrM","Clothing Articles","miniskirt",23,-12,12
"1291","SSHj1YWXmrM","Clothing Articles","socks",11,2,12
"1292","SSHj1YWXmrM","Clothing Articles","anklesocks",13,7,12
"1293","SSHj1YWXmrM","Clothing Articles","dress",20,2,12
"1294","SSHj1YWXmrM","Cities","newyorkcity",1,3,12
"1295","SSHj1YWXmrM","Cities","losangeles",4,2,12
"1296","SSHj1YWXmrM","Cities","sanfrancisco",6,6,12
"1297","SSHj1YWXmrM","Cities","saltlakecity",12,-4,12
"1298","SSHj1YWXmrM","Cities","princeton",8,8,12
"1299","SSHj1YWXmrM","Cities","raleigh",16,1,12
"1300","SSHj1YWXmrM","Cities","newark",17,-12,12
"1301","SSHj1YWXmrM","Cities","chicago",5,10,12
"1302","SSHj1YWXmrM","Countries","spain",4,4,18
"1303","SSHj1YWXmrM","Countries","russia",8,1,18
"1304","SSHj1YWXmrM","Countries","china",9,1,18
"1305","SSHj1YWXmrM","Countries","japan",10,9,18
"1306","SSHj1YWXmrM","Countries","cambodia",19,-7,18
"1307","SSHj1YWXmrM","Countries","australia",12,-10,18
"1308","SSHj1YWXmrM","Countries","mexico",2,16,18
"1309","SSHj1YWXmrM","Countries","newzealand",18,3,18
"1310","SSHj1YWXmrM","Countries","greenland",21,-18,18
"1311","SSHj1YWXmrM","Countries","canada",3,-2,18
"1312","SSHj1YWXmrM","Countries","unitedstates",1,13,18
"1313","SSHj1YWXmrM","Countries","italy",14,-7,18
"1314","SSHj1YWXmrM","Countries","germany",7,-2,18
"1315","SSHj1YWXmrM","Countries","france",5,11,18
"1316","SSHj1YWXmrM","Countries","dominicanrepublic",16,1,18
"1317","SSHj1YWXmrM","Countries","haiti",17,-2,18
"1318","SSHj1YWXmrM","Countries","cuba",15,-4,18
"1319","SSHj1YWXmrM","Fruits","apple",1,13,16
"1320","SSHj1YWXmrM","Fruits","clementine",14,-1,16
"1321","SSHj1YWXmrM","Fruits","orange",13,2,16
"1322","SSHj1YWXmrM","Fruits","bloodorange",15,-4,16
"1323","SSHj1YWXmrM","Fruits","guava",11,1,16
"1324","SSHj1YWXmrM","Fruits","mango",12,5,16
"1325","SSHj1YWXmrM","Fruits","dragonfruit",17,1,16
"1326","SSHj1YWXmrM","Fruits","lemon",18,1,16
